country,code,year,cases
Vietnam,VNM,47,21
Vietnam,VNM,48,30
Vietnam,VNM,49,31
Vietnam,VNM,50,35
Vietnam,VNM,51,39
Vietnam,VNM,52,39
Vietnam,VNM,53,48
Vietnam,VNM,54,53
Vietnam,VNM,55,57
Vietnam,VNM,56,61
World,OWID_WRL,0,282
World,OWID_WRL,1,314
World,OWID_WRL,2,581
World,OWID_WRL,3,846
World,OWID_WRL,4,1320
World,OWID_WRL,5,2014
World,OWID_WRL,6,2798
World,OWID_WRL,7,4593
World,OWID_WRL,8,6065
World,OWID_WRL,9,7818
World,OWID_WRL,10,9826
World,OWID_WRL,11,11953
World,OWID_WRL,12,14557
World,OWID_WRL,13,17391
World,OWID_WRL,14,20630
World,OWID_WRL,15,24544
World,OWID_WRL,16,28276
World,OWID_WRL,17,31481
World,OWID_WRL,18,34886
World,OWID_WRL,19,37558
World,OWID_WRL,20,40554
World,OWID_WRL,21,43103
World,OWID_WRL,22,45171
World,OWID_WRL,23,46997
World,OWID_WRL,24,49053
World,OWID_WRL,25,50580
World,OWID_WRL,26,51857
World,OWID_WRL,27,71429
World,OWID_WRL,28,73332
World,OWID_WRL,29,75204
World,OWID_WRL,30,75748
World,OWID_WRL,31,76769
World,OWID_WRL,32,77794
World,OWID_WRL,33,78811
World,OWID_WRL,34,79331
World,OWID_WRL,35,80239
World,OWID_WRL,36,81109
World,OWID_WRL,37,82294
World,OWID_WRL,38,83652
World,OWID_WRL,39,85403
World,OWID_WRL,40,87137
World,OWID_WRL,41,88948
World,OWID_WRL,42,90869
World,OWID_WRL,43,93090
World,OWID_WRL,44,95324
World,OWID_WRL,45,98192
World,OWID_WRL,46,101927
World,OWID_WRL,47,105592
World,OWID_WRL,48,109577
World,OWID_WRL,49,113702
World,OWID_WRL,50,118319
World,OWID_WRL,51,125260
World,OWID_WRL,52,132758
World,OWID_WRL,53,142534
World,OWID_WRL,54,153517
World,OWID_WRL,55,167506
World,OWID_WRL,56,179112
